chr_physbin	Chr.x	Species.x	physbin	rate	physbinnum.x	gene_num	Chr.y	physbinnum.y	Species.y
III (0.52,0.53]	III	C. briggsae	(0.52,0.53]	9.24298421569617e-15	53	12	III	53	C. briggsae
III (0.53,0.54]	III	C. briggsae	(0.53,0.54]	9.24298421569593e-15	54	43	III	54	C. briggsae
III (0.54,0.55]	III	C. briggsae	(0.54,0.55]	9.24298421569606e-15	55	42	III	55	C. briggsae
III (0.55,0.56]	III	C. briggsae	(0.55,0.56]	9.24298421569601e-15	56	45	III	56	C. briggsae
III (0.56,0.57]	III	C. briggsae	(0.56,0.57]	9.24298421569616e-15	57	22	III	57	C. briggsae
III (0.57,0.58]	III	C. briggsae	(0.57,0.58]	9.24298421569616e-15	58	45	III	58	C. briggsae
III (0.58,0.59]	III	C. briggsae	(0.58,0.59]	0.916097860284077	59	20	III	59	C. briggsae
III (0.59,0.6]	III	C. briggsae	(0.59,0.6]	-9.27614438584242e-15	60	34	III	60	C. briggsae
III (0.6,0.61]	III	C. briggsae	(0.6,0.61]	-9.27614438584292e-15	61	44	III	61	C. briggsae
III (0.61,0.62]	III	C. briggsae	(0.61,0.62]	-9.27614438584305e-15	62	26	III	62	C. briggsae
III (0.62,0.63]	III	C. briggsae	(0.62,0.63]	-9.27614438584299e-15	63	61	III	63	C. briggsae
III (0.63,0.64]	III	C. briggsae	(0.63,0.64]	-9.27614438584293e-15	64	33	III	64	C. briggsae
III (0.64,0.65]	III	C. briggsae	(0.64,0.65]	-9.27614438584287e-15	65	55	III	65	C. briggsae
III (0.65,0.66]	III	C. briggsae	(0.65,0.66]	1.95059980867755e-07	66	32	III	66	C. briggsae
III (0.66,0.67]	III	C. briggsae	(0.66,0.67]	6.07043467372177e-08	67	45	III	67	C. briggsae
III (0.67,0.68]	III	C. briggsae	(0.67,0.68]	1.10028296274338	68	14	III	68	C. briggsae
III (0.68,0.69]	III	C. briggsae	(0.68,0.69]	2.15069632089681e-07	69	45	III	69	C. briggsae
III (0.69,0.7]	III	C. briggsae	(0.69,0.7]	-1.30762573616129e-14	70	29	III	70	C. briggsae
III (0.7,0.71]	III	C. briggsae	(0.7,0.71]	6.12520818745507e-08	71	31	III	71	C. briggsae
III (0.71,0.72]	III	C. briggsae	(0.71,0.72]	-9.52492883570115e-15	72	43	III	72	C. briggsae
III (0.72,0.73]	III	C. briggsae	(0.72,0.73]	1.76572541417416	73	19	III	73	C. briggsae
III (0.73,0.74]	III	C. briggsae	(0.73,0.74]	1.82276288018935e-14	74	48	III	74	C. briggsae
III (0.74,0.75]	III	C. briggsae	(0.74,0.75]	0.735461631668364	75	19	III	75	C. briggsae
III (0.75,0.76]	III	C. briggsae	(0.75,0.76]	2.48068920553686	76	47	III	76	C. briggsae
III (0.76,0.77]	III	C. briggsae	(0.76,0.77]	2.04023362855975	77	18	III	77	C. briggsae
III (0.77,0.78]	III	C. briggsae	(0.77,0.78]	2.29089933384519e-07	78	32	III	78	C. briggsae
III (0.78,0.79]	III	C. briggsae	(0.78,0.79]	9.59922700607149e-16	79	14	III	79	C. briggsae
III (0.79,0.8]	III	C. briggsae	(0.79,0.8]	2.48198519332582e-07	80	13	III	80	C. briggsae
III (0.8,0.81]	III	C. briggsae	(0.8,0.81]	1.15341407654334	81	44	III	81	C. briggsae
III (0.81,0.82]	III	C. briggsae	(0.81,0.82]	2.72466914685831e-07	82	19	III	82	C. briggsae
III (0.82,0.83]	III	C. briggsae	(0.82,0.83]	4.24734437378613	83	39	III	83	C. briggsae
III (0.83,0.84]	III	C. briggsae	(0.83,0.84]	3.60196348544052e-07	84	14	III	84	C. briggsae
III (0.84,0.85]	III	C. briggsae	(0.84,0.85]	2.58134563261635	85	23	III	85	C. briggsae
III (0.85,0.86]	III	C. briggsae	(0.85,0.86]	1.41871164905093	86	24	III	86	C. briggsae
III (0.86,0.87]	III	C. briggsae	(0.86,0.87]	4.81735291438181	87	33	III	87	C. briggsae
III (0.87,0.88]	III	C. briggsae	(0.87,0.88]	4.98667856381913	88	14	III	88	C. briggsae
III (0.88,0.89]	III	C. briggsae	(0.88,0.89]	3.68260596984251	89	37	III	89	C. briggsae
III (0.89,0.9]	III	C. briggsae	(0.89,0.9]	1.52575820480364	90	24	III	90	C. briggsae
III (0.9,0.91]	III	C. briggsae	(0.9,0.91]	3.83517343947838	91	25	III	91	C. briggsae
III (0.91,0.92]	III	C. briggsae	(0.91,0.92]	0.595633261860367	92	48	III	92	C. briggsae
III (0.92,0.93]	III	C. briggsae	(0.92,0.93]	5.73187652907359	93	24	III	93	C. briggsae
III (0.93,0.94]	III	C. briggsae	(0.93,0.94]	1.62820319058188	94	31	III	94	C. briggsae
III (0.94,0.95]	III	C. briggsae	(0.94,0.95]	5.64336270359831	95	18	III	95	C. briggsae
III (0.95,0.96]	III	C. briggsae	(0.95,0.96]	4.27572836326519	96	38	III	96	C. briggsae
III (0.96,0.97]	III	C. briggsae	(0.96,0.97]	2.85945302536896e-07	97	19	III	97	C. briggsae
III (0.97,0.98]	III	C. briggsae	(0.97,0.98]	4.02761381125535e-07	98	72	III	98	C. briggsae
III (0.98,0.99]	III	C. briggsae	(0.98,0.99]	1.1821762562987e-07	99	20	III	99	C. briggsae
III (0.99,1]	III	C. briggsae	(0.99,1]	0.27622919134732	100	44	III	100	C. briggsae
IV (0,0.01]	IV	C. briggsae	(0,0.01]	0.0059612425677499	1	37	IV	1	C. briggsae
IV (0.01,0.02]	IV	C. briggsae	(0.01,0.02]	4.38311973445503e-07	2	60	IV	2	C. briggsae
IV (0.02,0.03]	IV	C. briggsae	(0.02,0.03]	5.08900218177531e-07	3	58	IV	3	C. briggsae
IV (0.03,0.04]	IV	C. briggsae	(0.03,0.04]	4.90824852624003e-07	4	14	IV	4	C. briggsae
IV (0.04,0.05]	IV	C. briggsae	(0.04,0.05]	0.640652435600499	5	24	IV	5	C. briggsae
IV (0.05,0.06]	IV	C. briggsae	(0.05,0.06]	1.40971079233404	6	21	IV	6	C. briggsae
IV (0.06,0.07]	IV	C. briggsae	(0.06,0.07]	1.10335648511255	7	34	IV	7	C. briggsae
IV (0.07,0.08]	IV	C. briggsae	(0.07,0.08]	1.52212463201559	8	27	IV	8	C. briggsae
IV (0.08,0.09]	IV	C. briggsae	(0.08,0.09]	1.24101911082273	9	48	IV	9	C. briggsae
IV (0.09,0.1]	IV	C. briggsae	(0.09,0.1]	7.08513696590008e-07	10	38	IV	10	C. briggsae
IV (0.1,0.11]	IV	C. briggsae	(0.1,0.11]	3.26870218398346e-07	11	35	IV	11	C. briggsae
IV (0.11,0.12]	IV	C. briggsae	(0.11,0.12]	1.43565747197543	12	22	IV	12	C. briggsae
IV (0.12,0.13]	IV	C. briggsae	(0.12,0.13]	3.66908920939221e-15	13	49	IV	13	C. briggsae
IV (0.13,0.14]	IV	C. briggsae	(0.13,0.14]	1.30324814394503	14	33	IV	14	C. briggsae
IV (0.14,0.15]	IV	C. briggsae	(0.14,0.15]	1.79865556824997	15	24	IV	15	C. briggsae
IV (0.15,0.16]	IV	C. briggsae	(0.15,0.16]	1.07448832717171e-07	16	18	IV	16	C. briggsae
IV (0.16,0.17]	IV	C. briggsae	(0.16,0.17]	1.10281641835162	17	26	IV	17	C. briggsae
IV (0.17,0.18]	IV	C. briggsae	(0.17,0.18]	3.0521609678326	18	34	IV	18	C. briggsae
IV (0.18,0.19]	IV	C. briggsae	(0.18,0.19]	9.73542474945478	19	40	IV	19	C. briggsae
IV (0.19,0.2]	IV	C. briggsae	(0.19,0.2]	2.67494755464537	20	17	IV	20	C. briggsae
IV (0.2,0.21]	IV	C. briggsae	(0.2,0.21]	1.02754258095872	21	31	IV	21	C. briggsae
IV (0.21,0.22]	IV	C. briggsae	(0.21,0.22]	2.53344524002143e-07	22	19	IV	22	C. briggsae
IV (0.22,0.23]	IV	C. briggsae	(0.22,0.23]	5.64722647409086e-15	23	43	IV	23	C. briggsae
IV (0.23,0.24]	IV	C. briggsae	(0.23,0.24]	5.64722647409083e-15	24	17	IV	24	C. briggsae
IV (0.24,0.25]	IV	C. briggsae	(0.24,0.25]	1.07880851847582	25	32	IV	25	C. briggsae
IV (0.25,0.26]	IV	C. briggsae	(0.25,0.26]	6.72246965832474e-08	26	32	IV	26	C. briggsae
IV (0.26,0.27]	IV	C. briggsae	(0.26,0.27]	1.12693286857209	27	11	IV	27	C. briggsae
IV (0.27,0.28]	IV	C. briggsae	(0.27,0.28]	1.22747981193468	28	42	IV	28	C. briggsae
IV (0.28,0.29]	IV	C. briggsae	(0.28,0.29]	7.66099082133146e-08	29	33	IV	29	C. briggsae
IV (0.29,0.3]	IV	C. briggsae	(0.29,0.3]	3.45190956716055e-15	30	43	IV	30	C. briggsae
IV (0.3,0.31]	IV	C. briggsae	(0.3,0.31]	3.45190956716057e-15	31	20	IV	31	C. briggsae
IV (0.31,0.32]	IV	C. briggsae	(0.31,0.32]	0.338442485628263	32	46	IV	32	C. briggsae
IV (0.32,0.33]	IV	C. briggsae	(0.32,0.33]	1.58616101405255e-14	33	23	IV	33	C. briggsae
IV (0.33,0.34]	IV	C. briggsae	(0.33,0.34]	2.59733448304114e-08	34	33	IV	34	C. briggsae
IV (0.34,0.35]	IV	C. briggsae	(0.34,0.35]	6.66647419206383e-08	35	17	IV	35	C. briggsae
IV (0.35,0.36]	IV	C. briggsae	(0.35,0.36]	0.997748219664259	36	41	IV	36	C. briggsae
IV (0.36,0.37]	IV	C. briggsae	(0.36,0.37]	-3.99467128435117e-15	37	37	IV	37	C. briggsae
IV (0.37,0.38]	IV	C. briggsae	(0.37,0.38]	2.52145955119404	38	35	IV	38	C. briggsae
IV (0.38,0.39]	IV	C. briggsae	(0.38,0.39]	1.25939428693472	39	25	IV	39	C. briggsae
IV (0.39,0.4]	IV	C. briggsae	(0.39,0.4]	2.75838377198618e-08	40	51	IV	40	C. briggsae
IV (0.4,0.41]	IV	C. briggsae	(0.4,0.41]	-2.483982367275e-14	41	60	IV	41	C. briggsae
IV (0.41,0.42]	IV	C. briggsae	(0.41,0.42]	-2.48398236727498e-14	42	71	IV	42	C. briggsae
IV (0.42,0.43]	IV	C. briggsae	(0.42,0.43]	-2.48398236727491e-14	43	36	IV	43	C. briggsae
IV (0.43,0.44]	IV	C. briggsae	(0.43,0.44]	-2.48398236727495e-14	44	53	IV	44	C. briggsae
IV (0.44,0.45]	IV	C. briggsae	(0.44,0.45]	-2.48398236727493e-14	45	57	IV	45	C. briggsae
IV (0.45,0.46]	IV	C. briggsae	(0.45,0.46]	-2.48398236727492e-14	46	67	IV	46	C. briggsae
IV (0.46,0.47]	IV	C. briggsae	(0.46,0.47]	-2.48398236727497e-14	47	20	IV	47	C. briggsae
IV (0.47,0.48]	IV	C. briggsae	(0.47,0.48]	-2.48398236727495e-14	48	48	IV	48	C. briggsae
IV (0.48,0.49]	IV	C. briggsae	(0.48,0.49]	-2.48398236727493e-14	49	56	IV	49	C. briggsae
IV (0.49,0.5]	IV	C. briggsae	(0.49,0.5]	-2.48398236727492e-14	50	30	IV	50	C. briggsae
IV (0.5,0.51]	IV	C. briggsae	(0.5,0.51]	-2.4839823672749e-14	51	41	IV	51	C. briggsae
IV (0.51,0.52]	IV	C. briggsae	(0.51,0.52]	-2.48398236727493e-14	52	44	IV	52	C. briggsae
IV (0.52,0.53]	IV	C. briggsae	(0.52,0.53]	6.66709005705279e-08	53	60	IV	53	C. briggsae
IV (0.53,0.54]	IV	C. briggsae	(0.53,0.54]	-6.2045527803878e-15	54	24	IV	54	C. briggsae
IV (0.54,0.55]	IV	C. briggsae	(0.54,0.55]	-6.20455278038789e-15	55	43	IV	55	C. briggsae
IV (0.55,0.56]	IV	C. briggsae	(0.55,0.56]	-6.20455278038785e-15	56	54	IV	56	C. briggsae
IV (0.56,0.57]	IV	C. briggsae	(0.56,0.57]	-6.20455278038796e-15	57	47	IV	57	C. briggsae
IV (0.57,0.58]	IV	C. briggsae	(0.57,0.58]	-6.20455278038796e-15	58	15	IV	58	C. briggsae
IV (0.58,0.59]	IV	C. briggsae	(0.58,0.59]	-6.20455278038779e-15	59	43	IV	59	C. briggsae
IV (0.59,0.6]	IV	C. briggsae	(0.59,0.6]	-6.20455278038763e-15	60	68	IV	60	C. briggsae
IV (0.6,0.61]	IV	C. briggsae	(0.6,0.61]	-6.20455278038797e-15	61	58	IV	61	C. briggsae
IV (0.61,0.62]	IV	C. briggsae	(0.61,0.62]	1.96749919315391	62	23	IV	62	C. briggsae
IV (0.62,0.63]	IV	C. briggsae	(0.62,0.63]	5.73671983918865e-15	63	46	IV	63	C. briggsae
IV (0.63,0.64]	IV	C. briggsae	(0.63,0.64]	5.73671983918861e-15	64	46	IV	64	C. briggsae
IV (0.64,0.65]	IV	C. briggsae	(0.64,0.65]	5.73671983918858e-15	65	49	IV	65	C. briggsae
IV (0.65,0.66]	IV	C. briggsae	(0.65,0.66]	5.73671983918854e-15	66	21	IV	66	C. briggsae
IV (0.66,0.67]	IV	C. briggsae	(0.66,0.67]	5.73671983918851e-15	67	42	IV	67	C. briggsae
IV (0.67,0.68]	IV	C. briggsae	(0.67,0.68]	2.65598725320467e-07	68	55	IV	68	C. briggsae
IV (0.68,0.69]	IV	C. briggsae	(0.68,0.69]	8.88776852202663e-08	69	41	IV	69	C. briggsae
IV (0.69,0.7]	IV	C. briggsae	(0.69,0.7]	0.861754939047197	70	17	IV	70	C. briggsae
IV (0.7,0.71]	IV	C. briggsae	(0.7,0.71]	2.37286586804175e-07	71	57	IV	71	C. briggsae
IV (0.71,0.72]	IV	C. briggsae	(0.71,0.72]	2.03908663277194	72	41	IV	72	C. briggsae
IV (0.72,0.73]	IV	C. briggsae	(0.72,0.73]	1.07274444287902	73	49	IV	73	C. briggsae
IV (0.73,0.74]	IV	C. briggsae	(0.73,0.74]	1.28664661960526	74	28	IV	74	C. briggsae
IV (0.74,0.75]	IV	C. briggsae	(0.74,0.75]	2.70683617861686e-07	75	46	IV	75	C. briggsae
IV (0.75,0.76]	IV	C. briggsae	(0.75,0.76]	2.31809358367459	76	29	IV	76	C. briggsae
IV (0.76,0.77]	IV	C. briggsae	(0.76,0.77]	1.20337652437993	77	20	IV	77	C. briggsae
IV (0.77,0.78]	IV	C. briggsae	(0.77,0.78]	0.801039828161114	78	38	IV	78	C. briggsae
IV (0.78,0.79]	IV	C. briggsae	(0.78,0.79]	1.52120908982163	79	27	IV	79	C. briggsae
IV (0.79,0.8]	IV	C. briggsae	(0.79,0.8]	1.1031397814423	80	25	IV	80	C. briggsae
IV (0.8,0.81]	IV	C. briggsae	(0.8,0.81]	1.59712781575161	81	9	IV	81	C. briggsae
IV (0.81,0.82]	IV	C. briggsae	(0.81,0.82]	5.93473931594182	82	31	IV	82	C. briggsae
IV (0.82,0.83]	IV	C. briggsae	(0.82,0.83]	5.59924489079736	83	25	IV	83	C. briggsae
IV (0.83,0.84]	IV	C. briggsae	(0.83,0.84]	1.379252857204	84	35	IV	84	C. briggsae
IV (0.84,0.85]	IV	C. briggsae	(0.84,0.85]	3.37256537449885	85	18	IV	85	C. briggsae
IV (0.85,0.86]	IV	C. briggsae	(0.85,0.86]	0.377428657737633	86	29	IV	86	C. briggsae
IV (0.86,0.87]	IV	C. briggsae	(0.86,0.87]	3.07577745480629	87	33	IV	87	C. briggsae
IV (0.87,0.88]	IV	C. briggsae	(0.87,0.88]	3.71866560052071	88	36	IV	88	C. briggsae
IV (0.88,0.89]	IV	C. briggsae	(0.88,0.89]	3.30211297164289	89	11	IV	89	C. briggsae
IV (0.89,0.9]	IV	C. briggsae	(0.89,0.9]	3.51892314745604	90	28	IV	90	C. briggsae
IV (0.9,0.91]	IV	C. briggsae	(0.9,0.91]	1.13437011936171	91	34	IV	91	C. briggsae
IV (0.91,0.92]	IV	C. briggsae	(0.91,0.92]	10.8732797148322	92	29	IV	92	C. briggsae
IV (0.92,0.93]	IV	C. briggsae	(0.92,0.93]	3.02998413769599	93	23	IV	93	C. briggsae
IV (0.93,0.94]	IV	C. briggsae	(0.93,0.94]	2.10345796224513	94	44	IV	94	C. briggsae
IV (0.94,0.95]	IV	C. briggsae	(0.94,0.95]	4.11213980363471	95	34	IV	95	C. briggsae
IV (0.95,0.96]	IV	C. briggsae	(0.95,0.96]	7.46505515774091	96	35	IV	96	C. briggsae
IV (0.96,0.97]	IV	C. briggsae	(0.96,0.97]	6.0199382638249e-07	97	23	IV	97	C. briggsae
IV (0.97,0.98]	IV	C. briggsae	(0.97,0.98]	1.95588703611123e-07	98	42	IV	98	C. briggsae
IV (0.98,0.99]	IV	C. briggsae	(0.98,0.99]	1.36257753008766e-07	99	53	IV	99	C. briggsae
IV (0.99,1]	IV	C. briggsae	(0.99,1]	1.56608540874435e-07	100	56	IV	100	C. briggsae
V (0,0.01]	V	C. briggsae	(0,0.01]	-2.91846232908511e-05	1	60	V	1	C. briggsae
V (0.01,0.02]	V	C. briggsae	(0.01,0.02]	0.251349001163816	2	77	V	2	C. briggsae
V (0.02,0.03]	V	C. briggsae	(0.02,0.03]	0.413687336002239	3	61	V	3	C. briggsae
V (0.03,0.04]	V	C. briggsae	(0.03,0.04]	2.25040401946139	4	48	V	4	C. briggsae
V (0.04,0.05]	V	C. briggsae	(0.04,0.05]	1.02448544056206	5	61	V	5	C. briggsae
V (0.05,0.06]	V	C. briggsae	(0.05,0.06]	0.411295141520024	6	46	V	6	C. briggsae
V (0.06,0.07]	V	C. briggsae	(0.06,0.07]	0.34505997684913	7	69	V	7	C. briggsae
V (0.07,0.08]	V	C. briggsae	(0.07,0.08]	1.97178488095658	8	81	V	8	C. briggsae
V (0.08,0.09]	V	C. briggsae	(0.08,0.09]	0.172181962610807	9	50	V	9	C. briggsae
V (0.09,0.1]	V	C. briggsae	(0.09,0.1]	0.378061425011645	10	63	V	10	C. briggsae
V (0.1,0.11]	V	C. briggsae	(0.1,0.11]	2.13506426936228	11	38	V	11	C. briggsae
V (0.11,0.12]	V	C. briggsae	(0.11,0.12]	1.03984151984212	12	45	V	12	C. briggsae
V (0.12,0.13]	V	C. briggsae	(0.12,0.13]	2.59606962032062e-15	13	45	V	13	C. briggsae
V (0.13,0.14]	V	C. briggsae	(0.13,0.14]	1.64250146621462	14	45	V	14	C. briggsae
V (0.14,0.15]	V	C. briggsae	(0.14,0.15]	1.07039626306978	15	48	V	15	C. briggsae
V (0.15,0.16]	V	C. briggsae	(0.15,0.16]	0.453428878356691	16	54	V	16	C. briggsae
V (0.16,0.17]	V	C. briggsae	(0.16,0.17]	1.42861900399026e-07	17	30	V	17	C. briggsae
V (0.17,0.18]	V	C. briggsae	(0.17,0.18]	5.97179357469662	18	63	V	18	C. briggsae
V (0.18,0.19]	V	C. briggsae	(0.18,0.19]	5.57942459701853e-07	19	64	V	19	C. briggsae
V (0.19,0.2]	V	C. briggsae	(0.19,0.2]	4.34756693185187e-08	20	48	V	20	C. briggsae
V (0.2,0.21]	V	C. briggsae	(0.2,0.21]	9.67040619708296	21	58	V	21	C. briggsae
V (0.21,0.22]	V	C. briggsae	(0.21,0.22]	1.76981973258468	22	62	V	22	C. briggsae
V (0.22,0.23]	V	C. briggsae	(0.22,0.23]	0.0513081394942992	23	83	V	23	C. briggsae
V (0.23,0.24]	V	C. briggsae	(0.23,0.24]	0.949594985839192	24	72	V	24	C. briggsae
V (0.24,0.25]	V	C. briggsae	(0.24,0.25]	1.80834322038885	25	66	V	25	C. briggsae
V (0.25,0.26]	V	C. briggsae	(0.25,0.26]	4.62446178338482	26	40	V	26	C. briggsae
V (0.26,0.27]	V	C. briggsae	(0.26,0.27]	4.56380723377685	27	30	V	27	C. briggsae
V (0.27,0.28]	V	C. briggsae	(0.27,0.28]	1.47450970423665	28	52	V	28	C. briggsae
V (0.28,0.29]	V	C. briggsae	(0.28,0.29]	1.22076504659212	29	43	V	29	C. briggsae
V (0.29,0.3]	V	C. briggsae	(0.29,0.3]	0.654085383931262	30	61	V	30	C. briggsae
V (0.3,0.31]	V	C. briggsae	(0.3,0.31]	3.06740702589356e-07	31	52	V	31	C. briggsae
V (0.31,0.32]	V	C. briggsae	(0.31,0.32]	5.74944082440129e-15	32	66	V	32	C. briggsae
V (0.32,0.33]	V	C. briggsae	(0.32,0.33]	0.742355421450825	33	30	V	33	C. briggsae
V (0.33,0.34]	V	C. briggsae	(0.33,0.34]	1.27021772071173e-07	34	30	V	34	C. briggsae
V (0.34,0.35]	V	C. briggsae	(0.34,0.35]	3.94499703340984e-07	35	70	V	35	C. briggsae
V (0.35,0.36]	V	C. briggsae	(0.35,0.36]	3.05434131312196e-07	36	55	V	36	C. briggsae
V (0.36,0.37]	V	C. briggsae	(0.36,0.37]	3.74808717589306e-07	37	57	V	37	C. briggsae
V (0.37,0.38]	V	C. briggsae	(0.37,0.38]	1.57705586226596e-07	38	51	V	38	C. briggsae
V (0.38,0.39]	V	C. briggsae	(0.38,0.39]	0.608993694279256	39	55	V	39	C. briggsae
V (0.39,0.4]	V	C. briggsae	(0.39,0.4]	0.729101243305289	40	57	V	40	C. briggsae
V (0.4,0.41]	V	C. briggsae	(0.4,0.41]	4.02658915832092e-07	41	58	V	41	C. briggsae
V (0.41,0.42]	V	C. briggsae	(0.41,0.42]	1.25631877751491e-07	42	72	V	42	C. briggsae
V (0.42,0.43]	V	C. briggsae	(0.42,0.43]	1.52732489640569e-07	43	55	V	43	C. briggsae
V (0.43,0.44]	V	C. briggsae	(0.43,0.44]	5.68109689079072e-08	44	48	V	44	C. briggsae
V (0.44,0.45]	V	C. briggsae	(0.44,0.45]	3.97891043500364e-08	45	69	V	45	C. briggsae
V (0.45,0.46]	V	C. briggsae	(0.45,0.46]	2.41828598477259e-07	46	53	V	46	C. briggsae
V (0.46,0.47]	V	C. briggsae	(0.46,0.47]	2.21567739066226e-07	47	51	V	47	C. briggsae
V (0.47,0.48]	V	C. briggsae	(0.47,0.48]	3.73301838712936e-15	48	44	V	48	C. briggsae
V (0.48,0.49]	V	C. briggsae	(0.48,0.49]	3.73301838712933e-15	49	54	V	49	C. briggsae
V (0.49,0.5]	V	C. briggsae	(0.49,0.5]	0.68732423497764	50	21	V	50	C. briggsae
V (0.5,0.51]	V	C. briggsae	(0.5,0.51]	0.714850365618767	51	58	V	51	C. briggsae
V (0.51,0.52]	V	C. briggsae	(0.51,0.52]	-1.50989766632212e-14	52	66	V	52	C. briggsae
V (0.52,0.53]	V	C. briggsae	(0.52,0.53]	-1.50989766632214e-14	53	65	V	53	C. briggsae
V (0.53,0.54]	V	C. briggsae	(0.53,0.54]	0.780238592249252	54	41	V	54	C. briggsae
V (0.54,0.55]	V	C. briggsae	(0.54,0.55]	-1.88710867080279e-14	55	60	V	55	C. briggsae
V (0.55,0.56]	V	C. briggsae	(0.55,0.56]	-1.88710867080277e-14	56	66	V	56	C. briggsae
V (0.56,0.57]	V	C. briggsae	(0.56,0.57]	1.39501847541497	57	57	V	57	C. briggsae
V (0.57,0.58]	V	C. briggsae	(0.57,0.58]	-2.40464784690116e-14	58	34	V	58	C. briggsae
V (0.58,0.59]	V	C. briggsae	(0.58,0.59]	-2.40464784690109e-14	59	54	V	59	C. briggsae
V (0.59,0.6]	V	C. briggsae	(0.59,0.6]	-2.40464784690103e-14	60	50	V	60	C. briggsae
V (0.6,0.61]	V	C. briggsae	(0.6,0.61]	-2.40464784690116e-14	61	45	V	61	C. briggsae
V (0.61,0.62]	V	C. briggsae	(0.61,0.62]	1.54684840140564e-07	62	33	V	62	C. briggsae
V (0.62,0.63]	V	C. briggsae	(0.62,0.63]	-1.54055641491572e-14	63	55	V	63	C. briggsae
V (0.63,0.64]	V	C. briggsae	(0.63,0.64]	-1.54055641491571e-14	64	60	V	64	C. briggsae
V (0.64,0.65]	V	C. briggsae	(0.64,0.65]	-1.85180284274579e-14	65	52	V	65	C. briggsae
V (0.65,0.66]	V	C. briggsae	(0.65,0.66]	1.91937027732745e-14	66	58	V	66	C. briggsae
V (0.66,0.67]	V	C. briggsae	(0.66,0.67]	1.91937027732744e-14	67	31	V	67	C. briggsae
V (0.67,0.68]	V	C. briggsae	(0.67,0.68]	0.408048426095192	68	68	V	68	C. briggsae
V (0.68,0.69]	V	C. briggsae	(0.68,0.69]	-3.64051602602359e-15	69	46	V	69	C. briggsae
V (0.69,0.7]	V	C. briggsae	(0.69,0.7]	-1.48845796540164e-14	70	46	V	70	C. briggsae
V (0.7,0.71]	V	C. briggsae	(0.7,0.71]	0.795398192161406	71	54	V	71	C. briggsae
V (0.71,0.72]	V	C. briggsae	(0.71,0.72]	0.636946892739282	72	57	V	72	C. briggsae
V (0.72,0.73]	V	C. briggsae	(0.72,0.73]	1.89753111727134e-07	73	66	V	73	C. briggsae
V (0.73,0.74]	V	C. briggsae	(0.73,0.74]	0.573886725253651	74	52	V	74	C. briggsae
V (0.74,0.75]	V	C. briggsae	(0.74,0.75]	1.52569402012389	75	48	V	75	C. briggsae
V (0.75,0.76]	V	C. briggsae	(0.75,0.76]	1.26204753033198e-07	76	61	V	76	C. briggsae
V (0.76,0.77]	V	C. briggsae	(0.76,0.77]	0.723957430842361	77	94	V	77	C. briggsae
V (0.77,0.78]	V	C. briggsae	(0.77,0.78]	3.34336634147116e-14	78	43	V	78	C. briggsae
V (0.78,0.79]	V	C. briggsae	(0.78,0.79]	3.343366341471e-14	79	69	V	79	C. briggsae
V (0.79,0.8]	V	C. briggsae	(0.79,0.8]	4.62067965287803	80	55	V	80	C. briggsae
V (0.8,0.81]	V	C. briggsae	(0.8,0.81]	0.635009068373405	81	86	V	81	C. briggsae
V (0.81,0.82]	V	C. briggsae	(0.81,0.82]	0.17615474178278	82	79	V	82	C. briggsae
V (0.82,0.83]	V	C. briggsae	(0.82,0.83]	7.36848498815951	83	68	V	83	C. briggsae
V (0.83,0.84]	V	C. briggsae	(0.83,0.84]	2.84204738972834	84	15	V	84	C. briggsae
V (0.84,0.85]	V	C. briggsae	(0.84,0.85]	1.25686855661044	85	59	V	85	C. briggsae
V (0.85,0.86]	V	C. briggsae	(0.85,0.86]	0.944490839905307	86	54	V	86	C. briggsae
V (0.86,0.87]	V	C. briggsae	(0.86,0.87]	2.90027144152694	87	72	V	87	C. briggsae
V (0.87,0.88]	V	C. briggsae	(0.87,0.88]	1.87926233937432	88	62	V	88	C. briggsae
V (0.88,0.89]	V	C. briggsae	(0.88,0.89]	7.10538334234814	89	59	V	89	C. briggsae
V (0.89,0.9]	V	C. briggsae	(0.89,0.9]	1.03933860278346	90	60	V	90	C. briggsae
V (0.9,0.91]	V	C. briggsae	(0.9,0.91]	1.31560129401865	91	43	V	91	C. briggsae
V (0.91,0.92]	V	C. briggsae	(0.91,0.92]	1.35299517412014	92	45	V	92	C. briggsae
V (0.92,0.93]	V	C. briggsae	(0.92,0.93]	5.83615645464539	93	37	V	93	C. briggsae
V (0.93,0.94]	V	C. briggsae	(0.93,0.94]	1.77277067396808	94	29	V	94	C. briggsae
V (0.94,0.95]	V	C. briggsae	(0.94,0.95]	4.12186259483922	95	37	V	95	C. briggsae
V (0.95,0.96]	V	C. briggsae	(0.95,0.96]	0.693650593817917	96	51	V	96	C. briggsae
V (0.96,0.97]	V	C. briggsae	(0.96,0.97]	1.13720840088624	97	38	V	97	C. briggsae
V (0.97,0.98]	V	C. briggsae	(0.97,0.98]	1.38888291784952	98	43	V	98	C. briggsae
V (0.98,0.99]	V	C. briggsae	(0.98,0.99]	0.409893529915813	99	49	V	99	C. briggsae
V (0.99,1]	V	C. briggsae	(0.99,1]	0.596293159530204	100	40	V	100	C. briggsae
X (0,0.01]	X	C. briggsae	(0,0.01]	0.942374874095938	1	74	X	1	C. briggsae
X (0.01,0.02]	X	C. briggsae	(0.01,0.02]	2.1590754672979e-07	2	42	X	2	C. briggsae
